181593,9
42007,5
77828,9
12188,33
291642,33
262094,31
21141,7
40882,8
28882,15
28882,16
28882,35
40261,8
4997,4
145025,10
21146,13
49566,31
39836,5
284691,5
281839,33
281833,9
14631,33
82537,14
82537,32
136531,34
320483,13
320487,15
12992,12
12992,24
192917,8
93131,9
23206,31
49341,10
118692,12
158584,33
78237,7
277379,9
3984,14
48567,4
154757,25
67108,13
42108,9
83301,9
13041,9
13041,31
46214,31
4454,31
143620,12
215290,9
24673,13
313370,15
313370,31
277074,8
297480,8
277696,33
18373,7
257215,5
72911,5
151600,33
207903,5
207903,31
290166,31
48217,10
48060,12
40335,5
307534,33
270791,31
12534,15
118918,14
146680,9
146680,35
24678,9
36678,33
294015,32
231060,14
147639,33
233586,11
37374,25
242374,10
72336,33
123219,35
84893,9
84893,15
264118,33
76854,8
39985,5
180966,33
281829,25
290658,33
73458,5
20975,24
151977,31
151977,32
65647,15
70071,13
127635,12
206377,5
215378,31
249488,9
119337,33
119205,16
292144,33
248868,9
248868,35
147736,10
42415,4
142700,31
277727,33
251568,31
200642,9
79852,5
6118,33
307926,10
1999,13
67609,9
42808,15
550,25
226904,5
226904,31
226904,32
227681,9
271928,9
198593,33
77989,34
165340,7
295728,13
282140,33
147672,14
280006,8
6593,12
233298,33
319591,33
6109,5
217546,8
48998,30
37965,14
313083,8
288020,9
65224,7
65224,13
5836,4
8049,8
178386,31
227573,7
13649,9
137395,4
137395,33
136022,31
250963,12
263452,7
248736,5
77987,4
227314,13
25116,31
141514,14
39986,33
214458,25
61486,34
41594,10
13344,5
4700,12
329438,5
329438,31
38124,8
23961,33
82093,30
24987,8
203078,13
133487,31
310711,9
203197,31
48872,14
275930,14
310348,33
20532,5
180301,5
180301,31
196378,31
44895,13
91933,35
39349,25
210477,12
140675,12
131079,33
279390,4
277726,9
308988,14
328769,10
198875,10
218747,33
114884,13
307488,5
67149,10
264902,13
319298,15
7122,25
257637,8
276341,33
278723,5
11999,10
77990,5
308121,10
277543,34
249724,14
214716,8
277105,8
40356,33
155018,31
294776,8
12724,14
65745,9
285416,31
204223,33
78265,31
223027,4
291653,33
43748,14
212296,32
39422,8
75886,9
4878,14
69656,12
39672,33
49477,8
62839,33
85283,7
42878,12
222461,9
222461,31
85584,33
320635,13
143349,31
6693,15
6693,16
37524,10
46244,14
166528,8
312013,5
1662,4
1662,12
1662,33
324140,31
147586,33
186914,4
324137,10
127480,31
270480,12
213825,5
213825,31
112045,5
251015,8
310997,5
308162,8
70554,26
11541,8
248858,33
20284,5
20284,31
324028,5
147871,9
213910,12
43662,13
138199,31
138199,32
109464,13
78893,9
1796,31
221472,34
2776,31
50663,14
42663,14
11314,12
5159,8
18233,5
66835,9
7804,8
8432,31
65497,5
219312,15
219312,31
219312,35
4742,31
263833,32
231777,5
300555,15
302713,25
3065,13
39332,14
330778,32
51077,13
2556,10
230600,5
233788,13
60778,34
65609,8
7778,8
178177,4
22557,33
240463,14
41664,14
153834,10
331917,5
331917,14
331917,15
292903,33
283791,35
290249,8
305889,26
64551,9
64551,15
5321,7
319950,9
219170,31
42473,8
46389,31
64665,31
1119,31
231084,31
12744,13
12744,25
22564,8
60063,31
10946,9
269917,9
139928,13
6949,15
6949,16
6949,26
6949,35
250399,7
47784,9
62228,10
178777,9
