2,20162
3,83507
1,330186
1,270368
1,136741
1,48627
1,21141
1,40882
2,7282
1,40261
4,4997
1,37883
1,201130
1,271946
2,9167
1,21146
2,39791
1,272059
1,47470
1,221825
1,49182
1,66992
1,192917
2,25631
1,314656
3,150212
1,260984
2,64947
1,312261
1,154757
2,28347
2,72952
1,247454
1,5215
1,24673
1,48450
1,237838
1,21740
1,148506
1,277074
1,297480
1,277700
1,18373
1,6126
1,231252
1,67368
1,324638
1,1757
3,57715
4,57715
2,86545
1,273637
1,255369
2,48217
2,240335
2,118939
1,175633
1,113335
1,307919
2,86130
1,37374
1,290661
2,260018
4,72336
1,15680
1,76854
1,79336
1,297481
1,188075
1,281829
4,3913
3,20975
2,28445
1,7114
1,70071
1,228546
1,277253
1,38541
1,282132
3,119337
1,11511
1,55144
1,201202
1,85994
1,291621
2,7118
1,65279
1,1999
1,134358
1,230373
1,306031
2,7108
1,550
1,240243
1,56516
2,24495
2,198340
1,295728
1,301771
1,237309
1,280006
1,329259
1,46142
1,329278
1,217546
4,5019
1,329358
1,313083
1,65224
4,5836
1,8049
1,308990
1,58530
1,227573
3,230114
1,42343
1,26443
1,79344
1,263452
1,66122
2,276389
3,9651
2,66221
2,38596
2,168330
1,72986
1,214458
2,23014
1,141344
3,229948
1,329437
1,38124
1,8981
1,292803
1,116346
1,24987
1,203078
2,264133
1,273311
2,218503
1,41803
1,44895
1,63895
2,274535
1,6622
1,39349
1,27261
1,117742
1,240233
1,114884
1,80568
2,55185
1,264902
1,7122
1,257637
1,36685
1,42990
1,305775
1,214716
1,277105
1,282887
1,294776
1,250198
2,287024
1,14596
3,223027
1,263651
2,316908
1,39422
2,283649
2,203385
1,313386
1,276959
1,44423
2,141479
1,320635
3,75244
1,166528
2,10194
1,306529
1,324129
1,99893
1,37353
1,311014
1,325278
2,64014
1,251015
1,18045
1,1224
1,286672
1,120714
1,308162
1,126714
1,165592
1,11541
2,1317
1,39317
1,43662
1,109464
1,15021
1,18541
1,5159
1,7479
1,7804
1,299785
1,66841
1,19742
1,14019
2,228836
2,49195
1,238967
1,9862
1,3065
2,14253
1,276343
4,3068
2,27955
1,151837
2,318953
1,11853
2,1464
2,2556
1,233788
1,65609
1,7778
2,321377
1,240464
1,5558
1,119447
1,290249
1,230666
1,5321
1,90686
1,78665
1,42473
2,201091
2,28368
1,290419
1,12744
4,3467
1,47744
1,22564
2,3564
1,4787
2,79562
1,50565
4,1706
2,9942
1,170333
2,147106
1,187549
4,3987
1,284866
1,37461
5,19920
1,269920
1,242448
1,12117
1,50051
1,45258
5,49456
1,58921
1,4591
1,3461
1,5679
2,321501
1,11216
1,18921
1,18220
1,265707
1,26926
1,203067
2,58036
1,4239
3,325363
3,99480
1,85247
1,322427
2,200359
3,118888
1,154986
1,89551
1,6901
1,226682
1,219716
1,293975
2,262880
2,269156
1,142444
2,309681
1,9150
1,1116
1,7793
1,214902
1,154790
1,151164
1,39477
2,40979
1,146579
1,250174
1,42208
1,276892
1,191496
2,26587
1,180001
4,8032
1,241082
2,146336
1,5664
1,138185
1,6555
1,136434
1,243296
1,218316
1,77350
1,11302
1,3444
1,203435
1,121246
1,45692
1,256302
1,50907
1,143644
1,311856
1,47598
3,19109
1,24433
1,3256
2,46817
2,107227
1,179245
1,3720
2,336778
1,179241
1,229363
1,336787
1,332526
1,202870
1,293391
2,19910
1,6285
2,124446
1,331293
1,973
1,1645
2,243694
3,6834
4,6834
1,268445
4,3673
1,76573
2,207072
1,230484
1,89877
1,227901
2,85392
1,62800
1,3335
2,152360
1,19764
1,10843
1,4531
2,188659
2,18044
1,204214
1,71407
1,282659
1,251593
1,332512
1,242847
1,179250
1,271698
2,1832
1,21196
1,323103
1,136449
1,3517
1,223469
1,253066
2,335541
1,338083
1,4053
1,7355
2,73042
1,322662
1,255549
2,24266
2,36957
2,58315
1,111053
1,113475
1,19329
1,20577
1,158967
1,323113
1,324217
3,44532
4,44532
2,316850
2,28509
1,121516
1,2259
2,9873
1,20873
1,21779
1,179960
1,324128
2,327878
2,47315
1,77177
1,26771
4,273897
2,68044
3,228268
4,228268
1,337406
2,75681
1,1661
1,20801
1,83913
1,278632
1,138291
1,202800
1,241528
1,203324
1,4079
1,200928
1,115731
2,324979
2,5731
1,41231
1,328318
1,11617
1,146342
2,5921
2,198185
1,407
2,284106
2,5189
1,194976
1,11557
1,222391
1,37890
1,178322
1,145094
3,39345
1,313772
2,236658
1,304144
1,40188
2,164784
1,306816
4,3590
1,243367
2,172250
1,1445
1,229847
1,229457
1,27035
1,17522
1,338140
2,123988
1,41316
1,23316
1,40316
1,3452
1,61853
1,43051
1,116515
2,3554
1,48654
1,7457
1,146159
1,248497
1,176552
1,38262
1,235066
1,48697
1,9068
1,275300
1,268172
1,265659
2,182225
1,170269
2,198224
1,213892
1,142383
1,268354
2,209073
1,48271
1,261506
1,170264
1,213875
1,313089
2,294785
1,135231
1,294791
1,6779
2,20280
2,98976
1,97483
1,143386
1,308718
1,1486
1,289434
1,192911
1,334709
2,24289
1,78271
1,246408
1,6773
2,21098
1,187499
3,81499
2,172699
1,270380
2,63903
1,182259
1,213757
1,281015
1,313328
1,69115
2,172716
1,48674
1,322123
1,27916
1,127937
1,75426
2,75479
1,178049
1,324981
2,229521
3,18352
1,194324
4,209125
1,280818
2,283633
2,283462
1,283636
1,283780
1,283497
1,294495
1,42729
1,46329
2,3530
1,49131
4,2733
2,240333
3,145193
4,145193
1,173088
1,145938
2,36739
2,69179
1,39557
1,1470
1,321236
1,94172
1,139544
1,22991
1,77057
1,172795
1,140347
2,44925
1,221824
2,1552
1,273017
1,3891
1,59959
3,19620
4,19620
2,178402
1,190982
1,6765
1,5167
3,72769
1,6770
1,38370
2,47603
1,132091
2,143903
1,19475
1,1826
4,3475
2,1567
1,1174
1,3518
1,136809
1,44557
1,327724
1,44381
1,295659
1,111704
1,132983
1,38390
3,332123
1,134432
1,285142
1,22390
2,332126
1,339688
1,328979
1,4980
1,147193
2,1209
1,11595
2,1703
1,333490
2,11984
1,110397
2,142095
1,22984
2,3406
2,135389
1,151597
1,11321
1,273321
2,35253
3,113109
1,44375
1,314441
1,259323
1,39573
1,12324
1,9151
1,164886
1,165608
1,75238
3,121826
1,26449
1,23954
1,113437
1,76859
1,132039
1,255901
2,164790
1,10609
1,44427
1,284860
1,47643
2,136183
4,123432
2,20433
2,306930
1,327930
1,218862
2,46088
2,333837
2,269380
2,7130
1,13997
1,1682
1,204348
1,15864
2,26759
2,277906
1,5865
1,164624
1,144612
1,7335
3,26758
2,129192
2,6381
1,1509
1,80022
1,43794
1,325264
1,843
1,1260
1,18523
2,3523
1,288936
1,232524
1,47526
1,45291
2,242670
1,69684
1,51529
1,221828
1,19311
2,333690
2,319530
1,333692
1,6000
3,207496
1,141248
1,5595
1,16616
1,4399
1,40655
1,339265
2,1561
1,339243
1,334396
2,9109
1,224380
2,218902
1,95048
1,6500
2,329781
1,141687
2,78687
5,339361
1,210084
1,198149
1,329878
1,239060
2,164809
1,85073
1,45192
1,132044
1,257603
2,300397
1,281061
1,52855
1,294851
1,267143
1,24632
1,240086
1,46884
2,15700
1,145457
1,225614
1,274431
1,69514
2,12146
1,171288
1,141934
1,219359
1,48555
1,264872
3,37261
1,118143
1,64119
1,309342
1,94366
1,20158
1,137552
1,25090
1,20376
1,202692
1,4119
1,28457
1,248745
1,284160
1,248465
1,114227
1,40345
1,255874
1,75510
1,266741
1,252070
1,233681
1,10917
1,268352
1,141037
1,58870
1,268457
1,55139
1,36552
1,80452
1,218234
2,40049
3,77854
1,302761
1,149709
1,284956
1,307505
1,199024
1,268386
2,263350
1,6686
1,243691
1,289765
3,112757
1,273592
2,331132
2,105603
2,305608
1,290459
1,80271
1,229459
1,271126
2,260800
1,20755
1,73630
1,248207
1,248820
1,284486
1,283788
1,25033
3,236677
1,135179
1,80572
1,265011
1,214570
2,229208
2,18630
1,5677
1,43974
1,141893
1,69261
1,255380
1,37962
1,309593
1,287883
1,46563
1,179918
3,193695
1,202221
3,314156
1,195871
1,314160
2,134738
2,194213
1,213179
1,12295
1,25666
1,43739
1,220343
1,47278
1,242938
1,295947
2,40267
2,170532
1,9752
1,62760
1,79041
1,91752
1,236670
2,310291
1,4944
2,38651
1,67395
1,240448
1,193331
2,76007
1,269875
1,322088
1,331127
1,308706
1,163212
1,275888
1,13334
1,220737
3,271411
1,98482
1,246627
2,83777
1,265855
1,214357
1,281479
1,166708
1,137798
1,45418
1,131375
1,4538
4,200414
1,300747
1,46150
1,276428
1,4960
1,135909
1,48576
1,48206
1,22358
1,264415
1,291918
2,331011
1,311008
1,200328
1,79747
1,267915
1,266197
